User-ID,city,state,Age
75200,rochester,new york,23
75215,haines falls,new york,15
75251,cape coral,florida,16
75269,ijamsville,maryland,52
75281,wixom,michigan,58
75292,portales,nm,20
75307,radcliff,kentucky,25
75312,katy,texas,33
75330,milo,iowa,21
75332,lowell,massachusetts,26
75335,high point,north carolina,32
75390,exeter,rhode island,10
75405,eden prairie,minnesota,49
75409,aurora,colorado,51
75428,damascus,maryland,69
75429,new york,new york,22
75430,portland,oregon,33
75451,briarcliff manor,new york,39
75482,lakewood,california,35
75485,gainesville,florida,27
75486,ringoes,new jersey,35
75490,los angeles,california,34
75491,west point,virginia,26
75492,bellmore,new york,56
75498,berkeley,california,29
75501,bellingham,washington,32
75517,new york city,new york,28
75529,northridge,california,52
75534,abilene,texas,53
75535,norristown,pennsylvania,41
75551,naugatuck,connecticut,31
75560,seattle,washington,34
75584,raleigh,north carolina,50
75585,salt lake city,utah,38
75591,charleston,west virginia,33
75622,muldrow,oklahoma,36
75628,windham,ohio,30
75635,austin,texas,55
75691,cincinnati,ohio,17
75695,cleveland,ohio,36
75698,monroe,michigan,16
75701,lincoln city,oregon,56
75709,red bank,tennessee,26
75712,fort white,florida,13
75718,la puente,california,18
75735,glendale,wisconsin,30
75744,santa barbara,california,35
75746,south hill,virginia,19
75748,washington,dc,23
75749,honolulu,hawaii,18
75760,wmsburg,pennsylvania,42
75762,norristown,pennsylvania,27
75764,concord,california,55
75771,minneapolis,minnesota,35
75802,folsom,california,33
75809,fort mitchell,kentucky,27
75814,cleveland,ohio,54
75825,turlock,california,36
75835,ewing,new jersey,33
75860,buffalo,minnesota,30
75875,houston,texas,24
75886,baton rouge,louisiana,17
75908,milford,iowa,15
75916,frankfort,illinois,30
75936,new york,new york,23
75943,norfolk,virginia,20
75963,royal oak,michigan,35
75964,guano,alaska,49
75980,newton,massachusetts,32
76001,miami beach,florida,30
76016,kensington,maryland,67
76071,boise,idaho,33
76096,springfield,missouri,35
76097,iowa city,iowa,28
76102,buckfield,maine,33
76131,spokane,washington,30
76151,sioux falls,south dakota,49
76162,harlan,iowa,44
76207,chicago,illinois,26
76238,nashua,new hampshire,48
76253,topeka,kansas,28
76264,escondido,california,51
76319,fort washington,pennsylvania,45
76321,santa fe,new mexico,34
76351,clarksville,tennessee,34
76352,olympia,washington,58
76366,kirkland,washington,47
76369,enfield,connecticut,62
76383,hewitt,new jersey,57
76408,baton rouge,louisiana,18
76413,kansas city,missouri,29
76426,austin,texas,25
76428,mauston,wisconsin,55
76452,fayetteville,georgia,14
76480,richmond,virginia,38
76482,zanesville,ohio,103
76483,orange park,florida,37
76484,port orchard,washington,32
76512,warminster,pennsylvania,48
76521,bradenton,florida,45
76530,santa clarita,california,55
76532,seattle,washington,36
76569,oak park,illinois,25
76571,arlington,virginia,16
76576,snellville,georgia,17
76599,ester,alaska,43
76654,cincinnati,ohio,25
76660,beavercreek,ohio,20
76710,marietta,georgia,57
76726,largo,florida,25
76759,altamont,new york,23
76760,dudley,massachusetts,17
76781,fountain valley,california,30
76786,beverly hills,california,12
76790,pelham,new hampshire,29
76814,texarkana,texas,20
76818,little rock,arkansas,49
76821,brooklyn,new york,23
76825,honeyville,utah,24
76838,puyallup,washington,34
76840,houston,texas,28
76851,saginaw,michigan,31
76866,somerville,new jersey,50
76873,vienna,virginia,23
76888,easley,south carolina,19
76902,grove city,ohio,22
76904,mercer,pennsylvania,47
76908,rochester,minnesota,47
76930,cincinnati,ohio,18
76932,seattle,washington,51
76942,sacramento,california,25
76957,baton rouge,louisiana,59
76965,sanibel island,florida,52
76976,tarzana,california,68
76977,springdale,arkansas,19
77036,lansdale,pennsylvania,37
77045,cincinnati,ohio,39
77052,vernon,vermont,25
77082,durango,colorado,21
77096,colorado springs,colorado,44
77110,mccomb,mississippi,40
77112,philadelphia,pennsylvania,31
77116,seattle,washington,44
77119,chicago,illinois,46
77128,houston,texas,2
77144,south seaville,new jersey,63
77145,belmond,iowa,51
77173,philadelphia,pennsylvania,35
77180,lafayette,louisiana,45
77181,louisville,kentucky,33
77204,salisbury,north carolina,44
77222,bryant,arkansas,36
77267,orange,california,66
77270,menomonee falls,wisconsin,18
77281,lombard,illinois,57
77282,little rock,arkansas,37
77297,st. augustine,florida,49
77307,pittsburgh,pennsylvania,19
77318,fruit cove,florida,49
77320,portland,oregon,28
77324,hallowell,maine,54
77332,greenville,north carolina,58
77356,seattle,washington,25
77372,trenton,new jersey,58
77377,middletown,delaware,16
77432,north augusta,south carolina,34
77461,santa cruz,california,20
77474,ypsilanti,michigan,42
77476,silver spring,maryland,28
77480,gig harbor,washington,51
77491,washington,dc,25
77493,chino hills,california,21
77516,palm springs,california,35
77517,azusa,california,38
77524,greenwood,south carolina,38
77526,fort lee,new jersey,26
77536,hillsboro,oregon,47
77559,bellingham,washington,34
77579,new york city,new york,21
77611,hamburg,new york,32
77636,broadview hts,ohio,36
77640,waltham,massachusetts,28
77679,st. louis,missouri,56
77686,stafford,virginia,63
77688,schaumburg,illinois,36
77692,san diego,california,28
77715,chesapeake,virginia,43
77724,mission viejo,california,43
77728,portland,maine,17
77745,chicago,illinois,34
77747,bismarck,missouri,72
77767,e. stroudsburg,pennsylvania,44
77768,austin,texas,30
77772,lynnwood,washington,13
77797,winter park,florida,45
77809,atlantic highlands,new jersey,29
77816,mcminnville,oregon,72
77819,lexington,kentucky,59
77831,seattle,washington,33
77840,plainwell,michigan,27
77856,tucson,arizona,51
77859,charleston,south carolina,35
77860,charleston,south carolina,33
77868,trumansburg,new york,50
77869,portland,oregon,21
77871,baton rouge,louisiana,23
77879,st.louis,missouri,11
77886,magnolia,texas,38
77891,los angeles,california,51
77902,longmont,colorado,53
77904,athens,georgia,24
77907,dublin,ohio,39
77911,kansas city,kansas,37
77917,eau claire,wisconsin,50
77932,bainbridge island,washington,54
77953,portland,oregon,44
77960,milwaukie,oregon,58
77971,east greenbush,new york,60
78006,modesto,california,25
78015,enfield,connecticut,32
78017,bristol,connecticut,27
78033,burton,ohio,18
78089,burbank,illinois,33
78198,cambria,california,31
78202,st. louis,missouri,25
78212,santa fe,new mexico,27
78217,murfreesboro,tennessee,15
78236,conyers,georgia,40
78260,new york,new york,40
78282,silverlake,california,15
78286,hobbs,new mexico,15
78298,somerville,massachusetts,24
78300,rego park,new york,33
78320,portland,maine,26
78323,santa cruz,california,20
78328,mount airy,maryland,24
78332,haines city,florida,52
78341,new orleans,louisiana,27
78344,san diego,california,35
78352,new orleans,louisiana,28
78371,austin,texas,31
78428,seattle,washington,36
78434,morris,minnesota,23
78438,belmont,california,19
78440,houston,texas,52
78447,fairfax city,virginia,49
78458,boston,massachusetts,26
78475,americus,georgia,42
78481,sacramento,california,31
78489,fresno,california,47
78497,irvine,california,54
78507,plant city,florida,20
78513,towson,maryland,39
78545,southaven,mississippi,19
78552,lawrence,kansas,24
78553,el cajon,california,40
78564,baytown,texas,23
78571,palm bay,florida,44
78573,easley,south carolina,23
78579,woodstock valley,connecticut,39
78588,torrance,california,45
78603,bernardston,massachusetts,48
78637,gainesville,florida,16
78659,tuscaloosa,alabama,26
78667,los angeles,california,19
78682,red oak,texas,43
78701,portsmouth,virginia,19
78703,dekalb junction,new york,19
78712,lake geneva,wisconsin,23
78719,blacksburg,virginia,21
78722,lakeland,florida,18
78735,lowville,new york,19
78738,georgetown,texas,42
78746,chestertown,maryland,20
78749,crescent mills,california,32
78768,north wales,pennsylvania,35
78779,tempe,arizona,23
78783,chantilly,virginia,49
78795,maplewood,minnesota,52
78798,manchester,michigan,57
78834,honolulu,hawaii,28
78837,oakland,california,35
78839,lacey,washington,64
78841,prior lake,minnesota,42
78846,daphne,alabama,58
78888,ashland,virginia,25
78895,orlando,florida,36
78901,chicago,illinois,31
78982,kansas city,missouri,37
78996,teaneck,new jersey,23
78997,crofton,maryland,14
79003,ayer,massachusetts,21
79006,san marcos,california,14
79055,abilene,texas,47
79089,nickerson,kansas,29
79115,houston,texas,44
79146,tucson,arizona,40
79158,fairfax,virginia,23
79159,austin,texas,27
79182,greenville,north carolina,29
79186,fairbanks,alaska,37
79204,hermon,maine,16
79229,des moines,iowa,24
79230,morrow,georgia,56
79233,seattle,washington,28
79269,redmond,washington,41
79281,houston,texas,37
79331,boston,massachusetts,56
79355,minneapolis,minnesota,28
79430,grinnell,iowa,49
79436,san francisco,california,51
79470,waynesburg,pennsylvania,41
79475,childersburg,alabama,37
79476,irving,texas,42
79477,san antonio,texas,29
79506,south plainfield,new jersey,55
79513,williamsville,new york,50
79523,thomaston,georgia,22
79524,fort wayne,indiana,40
79525,portland,oregon,24
79550,orlando,florida,54
79561,olympia,washington,56
79585,everett,washington,29
79608,st.paul,minnesota,17
79636,granada hills,california,33
79648,birmingham,alabama,54
79674,rossville,georgia,43
79704,westerville,ohio,15
79709,brattleboro (temporarily),vermont,51
79714,nashville,tennessee,39
79718,kittanning,pennsylvania,42
79734,asheboro,north carolina,47
79736,sellersville,pennsylvania,26
79738,onalaska,wisconsin,52
79740,st. louis,missouri,24
79747,woburn,massachusetts,57
79754,athens,georgia,58
79815,new york,new york,25
79838,redwood city,california,65
79841,casselberry,florida,46
79842,orange,california,34
79844,van buren,arkansas,49
79846,madison,wisconsin,32
79888,north canton,ohio,60
79900,vallejo,california,40
79916,st. charles,missouri,18
79920,richland,washington,20
79929,mansfield,pennsylvania,21
79939,darien,wisconsin,31
79945,manhattan,kansas,17
79957,madison,alabama,55
79958,boston,massachusetts,56
79961,hickory,north carolina,23
79977,chesapeake,virginia,35
79997,abington,pennsylvania,59
80004,homestead,florida,37
80015,tacoma,washington,44
80028,chapel hill,north carolina,46
80036,gainesville,florida,29
80071,salt lake city,utah,28
80105,fort worth,texas,39
80116,portland,oregon,44
80121,norman,oklahoma,24
80144,norfolk,virginia,42
80145,washington,maine,14
80198,rockville,maryland,30
80201,long branch,new jersey,36
80202,olympia,washington,35
80203,olympia,wa,34
80211,northridge,california,36
80213,charleston,south carolina,63
80238,huntsville,alabama,40
80246,gold river,california,36
80279,st. louis,missouri,54
80301,rocklin,california,34
80322,lansdale,pennsylvania,27
80404,santa rosa,california,41
80434,seattle,washington,45
80453,overland park,kansas,24
80477,blacksburg,virginia,39
80480,albuquerque,new mexico,31
80484,charleston,south carolina,22
80497,chicago,illinois,26
80503,shaker hts.,ohio,27
80514,fresno,california,37
80515,downers grove,illinois,30
80516,columbus,ohio,36
80535,san francisco,california,26
80559,penngrove,california,29
80561,minneapolis,minnesota,48
80572,burke,virginia,23
80642,st louis,missouri,43
80672,seattle,washington,52
80683,new castle,delaware,27
80692,bradenton,florida,42
80693,urbana,illinois,25
80719,baytown,texas,27
80749,seattle,washington,21
80768,fort smith,arkansas,51
80771,vancouver,washington,23
80776,portland,oregon,65
80797,san jose,california,54
80800,new brunswick,new jersey,20
80806,lakewood,new mexico,64
80810,warrensburg,missouri,33
80826,middleburg,virginia,41
80837,fort myers,florida,34
80841,peachtree city,georgia,51
80848,summerdale,pennsylvania,29
80929,torrance,california,21
80970,seattle,washington,33
80996,san diego,california,35
81011,sacramento,california,35
81020,seattle,washington,47
81048,west haven,connecticut,32
81051,mascoutah,illinois,39
81064,colton,california,44
81078,holden,massachusetts,60
81082,danbury,connecticut,56
81083,bainbridge island,washington,56
81084,forked river,new jersey,34
81103,elizabeth city,north carolina,31
81136,prescott,arizona,41
81151,st. louis,missouri,28
81154,frederick,maryland,37
81212,louisville,kentucky,56
81292,beaverton,oregon,22
81298,savannah,georgia,20
81303,waterloo,iowa,26
81311,anchorage,alaska,42
81318,cambridge,massachusetts,25
81322,south bend,indiana,34
81331,lead,south dakota,28
81339,portland,oregon,41
81352,cape coral,florida,22
81353,wichita,kansas,32
81368,mesa,arizona,28
81370,noblesville,indiana,35
81385,denver,colorado,16
81391,ashland,virginia,40
81399,yellville,arkansas,24
81404,olympia,washington,50
81412,northford,connecticut,24
81418,plymouth,massachusetts,37
81431,south san francisco,california,18
81460,sandpoint,idaho,10
81477,pottstown,pennsylvania,25
81484,tempe,arizona,21
81492,san antonio,texas,28
81508,bismarck,north dakota,36
81517,north richland hills,texas,47
81540,austin,texas,35
81573,bellevue,washington,38
81578,kannapolis,north carolina,32
81589,orrington,maine,52
81596,bradenton,florida,45
81609,carrollton,kentucky,57
81610,garden valley,california,67
81611,jacksonville,north carolina,45
81612,weatherford,texas,18
81617,frostproof,florida,47
81639,hughes springs,texas,32
81654,reading,michigan,46
81655,westford,new york,49
81674,carver,minnesota,52
81675,fitchburg,wisconsin,49
81702,royal oak,michigan,16
81715,kirksville,missouri,34
81734,albuquerque,new mexico,34
81735,fairlawn,ohio,38
81739,nashville,tennessee,49
81741,somerset,massachusetts,19
81753,weybridge,vermont,70
81761,chehalis,washington,32
81763,duarte,california,18
81771,sacramento,california,37
81786,st. louis,missouri,57
81795,sunnyvale,california,44
81835,jupiter,florida,53
81841,flagstaff,arizona,21
81844,logan,utah,40
81848,springfield,illinois,35
81854,palm bay,florida,22
81870,tucson,arizona,22
81873,henderson,nevada,0
81879,somerville,massachusetts,67
81889,cedar grove,new jersey,62
81899,milwaukee,wisconsin,26
81901,portland,oregon,43
81906,deltona,florida,33
81909,austin,texas,23
81913,wilton manors,florida,79
81924,boulder,colorado,38
81927,cincinnati,ohio,17
81933,amherst,new york,44
81953,staunton,virginia,36
81955,towson,maryland,50
81956,gainesville,florida,36
81969,festus,missouri,20
81977,minneapolis,minnesota,34
82046,inverness,florida,24
82053,estero,florida,40
82060,orlando,florida,55
82080,new york,new york,44
82123,nashville,tennessee,30
82140,new orleans,louisiana,27
82144,tampa,florida,22
82146,fallston,maryland,17
82157,flagstaff,arizona,41
82180,milwaukee,wisconsin,17
82188,danvers,massachusetts,34
82191,pflugerville,texas,58
82199,la grange,texas,29
82200,sugar land,texas,56
82231,hickory withe,tennessee,41
82237,camp hill,pennsylvania,14
82247,muskegon,michigan,32
82253,burbank,california,41
82330,norwood,louisiana,36
82359,san francisco,california,75
82381,jacksonville,florida,67
82391,villa park,illinois,41
82398,park city,kansas,69
82405,st. louis,missouri,70
82413,everett,washington,43
82414,santa  cruz,california,56
82423,newtown square,pennsylvania,38
82445,charlottesville,virginia,56
82481,panama city,florida,46
82487,spring hill,florida,33
82491,ft myers,florida,59
82494,winter park,florida,62
82497,yulee,florida,47
82539,maud,texas,37
82550,carmichael,california,17
82562,austin,texas,30
82572,west columbia,south carolina,51
82600,elkhart,indiana,58
82602,eugene,oregon,13
82628,st. charles,missouri,56
82635,oviedo,florida,23
82653,abilene,texas,53
82657,beaverton,oregon,62
82659,white bear township,minnesota,51
82673,new port richey,florida,23
82678,jacksonville,florida,32
82730,jacksonville,arkansas,40
82776,des moines,iowa,28
82785,beaverton,oregon,31
82789,roseville,michigan,38
82796,st. paul,minnesota,41
82797,jacksonville,florida,27
82800,homer glen,illinois,23
82806,edmond,oklahoma,35
82815,austin,texas,27
82825,alexandria,virginia,38
82831,nashville,tennessee,21
82839,fort worth,texas,59
82844,woodland park,colorado,33
82854,los angeles,california,29
82856,concord,michigan,40
82869,beaverton,oregon,66
82877,san diego,california,27
82882,lucky me,alaska,27
82888,detroit lakes,minnesota,45
82893,san antonio,texas,40
82898,havelock,north carolina,50
82899,baton rouge,louisiana,45
82901,sterling,virginia,30
82903,charlestown,rhode island,44
82925,memphis,tennessee,43
82928,east greenwich,rhode island,50
82974,north vernon,indiana,35
82998,derry,new hampshire,44
83009,charlottesville,virginia,53
83014,mill creek,california,46
83042,austin,texas,44
83046,allegan,michigan,15
83048,lexington,kentucky,52
83049,san jose,california,35
83090,seattle,washington,39
83110,wilmington,north carolina,45
83125,malden,massachusetts,36
83135,auburn,new york,29
83152,cottonwood,arizona,55
83156,richmond,virginia,59
83160,oregon city,oregon,65
83166,iowa city,iowa,44
83178,austin,texas,52
83193,mt. plesasant,south carolina,50
83228,corpus christi,texas,41
83230,glencoe,missouri,54
83236,new york,new york,44
83248,silver spring,maryland,27
83260,glenview,illinois,68
83265,baton rouge,louisiana,16
83275,pensacola,florida,70
83283,charlotte,north carolina,42
83286,boulder,colorado,22
83287,tulsa,oklahoma,45
83303,beavercreek,oregon,23
83315,los angeles,california,26
83335,columbus,georgia,16
83337,artesia,new mexico,33
83345,b,id,45
83346,gauley bridge,west virginia,35
83363,los angeles,california,34
83377,wasilla,alaska,26
83383,san diego,california,67
83404,clinton,mississippi,14
83405,apple valley,california,67
83407,oakley,michigan,15
83420,sacramento,california,42
83428,baltimore,maryland,32
83441,carrboro,north carolina,27
83448,las vegas,nevada,27
83461,ventura,california,47
83469,sterling,virginia,28
83493,tacoma,washington,31
83498,alburtis,pennsylvania,19
83516,seattle,washington,26
83529,foster city,california,76
83561,edison,new jersey,41
83571,chula vista,california,41
83573,aventura,florida,38
83584,butler,wisconsin,32
83587,paramount,california,16
83589,mukilteo,washington,62
83595,houston,texas,29
83616,arlington,washington,54
83637,raleigh,north carolina,57
83646,covington,virginia,34
83666,boone,iowa,33
83678,kingston,massachusetts,21
83680,nashville,tennessee,27
83685,corvallis,oregon,17
83736,peculiar,missouri,64
83740,shelton,connecticut,20
83742,nashville,tennessee,22
83754,las vegas,nevada,65
83778,athens,georgia,19
83783,willmar,minnesota,19
83839,bloomington,indiana,67
83843,memphis,tennessee,55
83890,alamo,california,53
83895,napa,california,15
83939,cuba,missouri,75
83971,asheville,north carolina,59
83972,albuquerque,new mexico,14
83997,colorado springs,colorado,66
84018,moline,illinois,56
84024,abilene,texas,37
84095,palmdale,california,53
84111,charlotte,north carolina,36
84135,warren,michigan,52
84164,annapolis,maryland,19
84165,parkersburg,west virginia,49
84173,loudon,tennessee,66
84174,madison,wisconsin,27
84178,ypsilanti,michigan,44
84198,cincinnati,ohio,49
84201,philadelphia,pennsylvania,39
84208,chicago,illinois,33
84257,snohomish,washington,57
84284,monroe,ohio,54
84289,alexandria,virginia,22
84294,panama city,florida,69
84405,inver grove heights,minnesota,53
84426,cherry,illinois,29
84427,ballwin,missouri,58
84457,danbury,connecticut,67
84462,albuquerque,new mexico,30
84476,sturgis,michigan,16
84477,valencia,california,54
84479,philadelphia,pennsylvania,25
84507,deltona,florida,16
84527,sterling,virginia,38
84531,chesapeake,virginia,52
84532,hamilton,ohio,57
84537,portland,oregon,22
84545,arnold,missouri,54
84552,bradenton,florida,64
84568,cary,north carolina,36
84604,new york,new york,35
84615,san francisco,california,40
84627,davidson,north carolina,37
84639,tigard,oregon,23
84641,san juan,puerto rico,30
84644,dothan,alabama,47
84650,columbia,missouri,56
84655,everett,washington,27
84675,st. louis,missouri,50
84679,torrance,california,16
84682,medford,oregon,43
84692,leavenworth,kansas,53
84715,upland,indiana,22
84724,senecaville,ohio,32
84727,king george,virginia,58
84729,temple,georgia,55
84742,round rock,texas,46
84766,buffalo,new york,36
84776,palmdale,california,42
84829,west barnstable,massachusetts,34
84846,otto,north carolina,45
84854,tacoma,washington,38
84902,okmulgee,oklahoma,36
84910,chicago,illinois,20
84912,putney,vermont,54
84913,boston,massachusetts,45
84940,white bear lake,minnesota,41
84985,hagerstown,maryland,54
85022,greenbelt,maryland,52
85067,valdosta,georgia,43
85069,ocean springs,mississippi,18
85072,lincoln,nebraska,18
85087,castalia,iowa,18
85089,corry,pennsylvania,33
85095,longwood,florida,63
85125,portland,oregon,26
85155,churchville,pennsylvania,35
85164,cambridge,massachusetts,30
85170,rockford,michigan,34
85172,san jose,california,35
85178,covington,louisiana,48
85185,norwalk,iowa,39
85194,chicago,illinois,40
85209,helena,alabama,39
85238,wichita,kansas,20
85246,columbia heights,minnesota,19
85256,trempealeau,wisconsin,37
85261,san francisco,california,20
85268,lancaster,california,36
85280,minneapolis,minnesota,38
85292,milwaukee,wisconsin,30
85297,st peter,minnesota,52
85333,resaca,georgia,34
85366,brooklyn,new york,17
85367,gloversville,new york,17
85394,upper darby,pennsylvania,28
85409,bryn mawr,pennsylvania,29
85419,crawfordsville,indiana,57
85426,chisholm,minnesota,23
85428,mckinney,texas,29
85453,west chester,ohio,36
85458,chicago,illinois,38
85464,white,georgia,14
85467,eufaula,alabama,41
85487,traverse city,michigan,40
85495,mount vernon,washington,43
85500,west linn,oregon,48
85510,huber heights,ohio,43
85534,cleveland,ohio,49
85549,mount vernon,ohio,65
85587,hot springs,arkansas,49
85592,rock island,illinois,49
85598,fresno,california,27
85599,waynesboro,virginia,40
85609,lakewood,california,45
85616,san diego,california,25
85619,port orchard,washington,42
85621,evansville,indiana,15
85633,pine beach,new jersey,15
85653,lansdowne,pennsylvania,53
85656,cottage grove,oregon,41
85683,rockville,maryland,36
85701,savannah,georgia,37
85708,chicago,illinois,35
85733,rochester,new york,26
85737,jefferson city,missouri,24
85757,pawtucket,rhode island,40
85760,las vegas,nevada,41
85766,corbin,kentucky,41
85780,blaine,tennessee,67
85787,baltimore,maryland,21
85821,sanford,north carolina,30
85833,olympia,washington,57
85851,decatur,georgia,41
85856,liberty twp.,ohio,38
85875,dublin,california,30
85892,haymarket,virginia,23
85894,exeter,new hampshire,41
85934,columbia,missouri,39
85954,zebulon,north carolina,59
85992,concord,california,18
85993,portland,oregon,40
85994,mesa,n/a,62
86021,louisville,kentucky,25
86031,meeker,oklahoma,21
86034,homosassa,florida,18
86072,san bruno,california,37
86073,middlebury,vermont,20
86076,los gatos,california,42
86084,silver spring,maryland,16
86093,morgantown,west virginia,25
86100,bartow,west virginia,70
86122,granger,indiana,16
86136,peoria,illinois,62
86145,alexandria,virginia,45
86170,middletown,ohio,47
86213,coon rapids,minnesota,36
86242,new york,new york,24
86247,san diego,california,37
86272,harrodsburg,kentucky,16
86284,pine grove,california,65
86290,charlottesville,virginia,17
86296,port royal,south carolina,33
86303,denver,colorado,31
86308,clifton,new jersey,32
86336,san diego,california,27
86376,atlanta,georgia,38
86385,plainville,connecticut,26
86389,watertown,wisconsin,51
86408,vista,california,39
86419,san mateo,california,48
86420,concrete,washington,60
86437,tulsa,oklahoma,17
86438,studio city,california,36
86461,central falls,rhode island,21
86465,longwood,florida,32
86473,rahway,new jersey,47
86481,reading,pennsylvania,29
86488,madison,alabama,38
86489,toledo,ohio,26
86495,west covina,california,19
86518,lacey,washington,29
86535,lincoln,nebraska,42
86552,virginia beach,virginia,38
86555,nisswa,minnesota,44
86567,port jefferson,new york,20
86612,san francisco,,37
86641,rison,arkansas,39
86643,orlando,florida,53
86645,o fallon,missouri,54
86680,conway,arkansas,38
86692,new york,new york,22
86716,keedysville,maryland,31
86734,suwanee,georgia,44
86792,philadelphia,pennsylvania,37
86799,san  jose,california,45
86816,natchitoches,louisiana,39
86819,atlanta,georgia,26
86837,oakland,california,40
86849,mcallen,texas,66
86901,walnut creek,california,38
86906,charlottesville,virginia,26
86928,apex,north carolina,32
86931,nunnelly,tennessee,32
86947,san antonio,texas,71
86959,oklahoma city,oklahoma,29
86969,forest grove,oregon,59
86974,asheboro,north carolina,36
86993,new york,new york,56
87002,glen allen,virginia,38
87007,modesto,california,53
87042,florissant,missouri,36
87051,colorado springs,colorado,31
87067,santa fe,new mexico,27
87069,bellingham,washington,64
87091,downsville,new york,52
87096,seattle,washington,57
87101,brooklyn,new york,26
87103,fairview,oregon,43
87108,hendersonville,north carolina,43
87143,whitehall,ohio,53
87147,d. c.,washington,47
87155,auburn hills,michigan,23
87161,st louis,missouri,53
87168,newburgh,indiana,20
87190,mcdonough,georgia,36
87208,bel nor,missouri,52
87228,pearl river,louisiana,65
87287,dennysville,maine,54
87302,pleasant hill,california,58
87308,seattle,washington,27
87346,new york,new york,14
87351,hoboken,new jersey,28
87381,santa margarita,california,53
87387,lexington,missouri,20
87397,cherokee,iowa,52
87401,rush,new york,40
87410,littleton,colorado,54
87422,waterford,michigan,49
87424,brainerd,minnesota,51
87452,gardner,kansas,30
87458,peachtree city,georgia,35
87459,savannah,georgia,13
87473,northampton,massachusetts,28
87505,midland,michigan,56
87511,whittier,california,19
87514,philadelphia,pennsylvania,55
87530,gilroy,california,60
87540,saint cloud,minnesota,52
87544,burlington,massachusetts,17
87555,lexington,kentucky,31
87573,golden,colorado,34
87579,essex,connecticut,38
87610,long beach,california,45
87613,dublin,ohio,34
87632,orlando,florida,47
87640,fort worth,texas,0
87654,narrows,virginia,44
87665,denver,colorado,33
87672,livonia,michigan,51
87688,nyc,new york,35
87690,blythewood,south carolina,36
87695,champaign,illinois,22
87746,wallingford,connecticut,52
87770,albuquerqe,new mexico,14
87820,aloha,oregon,49
87824,st. louis,missouri,34
87859,cambridge,massachusetts,29
87875,seattle/tacoma,washington,30
87900,tampa,florida,27
87901,bangor,maine,54
87911,new york,new york,20
87929,portland,maine,25
87931,norwalk,ohio,47
87948,huntsville,alabama,54
87949,gladewater,texas,44
87954,st. charles,missouri,31
87960,yountville,california,48
87962,olympia,washington,50
87964,toledo,ohio,56
87973,dublin,ohio,61
87974,fort worth,texas,25
88006,fresno,california,27
88022,elmsford,new york,34
88041,seattle,washington,57
88042,orrum,north carolina,27
88059,holden,massachusetts,29
88066,astoria,new york,21
88098,oakland,california,26
88103,omaha,nebraska,56
88106,round rock,texas,17
88109,new york,new york,58
88111,elk grove,california,14
88118,napavine,washington,56
88122,jacksonville,north carolina,30
88123,norman,oklahoma,53
88146,stone mountain,georgia,43
88154,pelham,new hampshire,51
88159,baton rouge,louisiana,44
88161,saint louis,missouri,27
88170,charlotte,north carolina,38
88185,topeka,kansas,48
88187,edjewater park,new jersey,36
88200,ventura,california,30
88208,sonoma,california,32
88229,thermopolis,wyoming,44
88240,apopka,florida,46
88249,seattle,washington,49
88256,york,pennsylvania,37
88335,bakersfield,california,63
88360,menlo park,california,37
88379,doylestown,pennsylvania,25
88389,severna park,maryland,77
88402,alameda,california,29
88404,gahanna,ohio,24
88421,ny,new york,25
88430,severna park,maryland,49
88433,cherry hill,new jersey,43
88481,saginaw,michigan,48
88488,camas,washington,23
88499,clarkston,washington,25
88516,dothan,alabama,57
88532,richmond hill,new york,16
88565,camdenton,missouri,48
88567,alvin,texas,48
88594,peoria,illinois,38
88640,houston,texas,74
88643,plano,texas,59
88648,garden grove,california,39
88652,lanham,maryland,83
88668,metairie,louisiana,19
88683,bainbridge,georgia,82
88704,st. louis,missouri,54
88729,st. clair shores,michigan,31
88734,arlington,virginia,31
88755,auburn,california,59
88767,boonton,new jersey,41
88793,arcata,california,25
88812,wilmington,north carolina,53
88817,alexandria,louisiana,36
88825,so milwaukee,wisconsin,19
88828,san francisoc,california,40
88841,telford,pennsylvania,46
88842,anacortes,washington,26
88843,harrisville,new hampshire,55
88847,el paso,texas,17
88863,centralia,washington,58
88871,lawrence,kansas,43
88879,san diego,california,45
88900,washington,dc,37
88933,richmond,virginia,32
88937,cary,north carolina,39
88946,boulder,colorado,33
88976,mason,ohio,43
89006,cleveland hts.,ohio,32
89024,san francisco,california,27
89036,visalia,california,56
89038,manchaca,texas,72
89059,woodstock,georgia,62
89063,charlotte,north carolina,52
89069,wales,wisconsin,60
89071,martinez,georgia,14
89077,aurora,colorado,34
89086,whigham,georgia,40
89119,south portland,maine,46
89134,irving,texas,39
89138,sugar land,texas,46
89188,apple valley,minnesota,46
89255,fairbanks,alaska,48
89306,elmwood park,new jersey,48
89307,santa rosa,california,61
89310,vienna,virginia,28
89326,spartanburg,south carolina,48
89346,nesconset,new york,38
89377,gibbon,minnesota,70
89406,watson,minnesota,35
89452,cleveland,ohio,24
89472,woodbury,connecticut,16
89481,minneapolis,minnesota,43
89507,pt.pleasant,new jersey,30
89551,colorado springs,colorado,29
89565,conrad,iowa,74
89583,brooklyn,new york,26
89611,garfield hts.,ohio,32
89625,antioch,california,31
89632,washington,illinois,39
89651,virginia beach,virginia,56
89653,norwalk,ohio,54
89711,bronx,new york,44
89829,orlando,florida,19
89852,chambersburg,pennsylvania,23
89854,benbrook,texas,42
